index	identifier	sum_stat	mark	detail	target	assay	feature_names
2564	ENCFF510KPQ	mean	CHIP	H3K9ac:myoepithelial cell of mammary gland female adult (36 years)	H3K9ac	Histone ChIP-seq	f_2564
2565	ENCFF686VCT	mean	CHIP	eGFP-ZFP37:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZFP37	TF ChIP-seq	f_2565
2566	ENCFF537OFZ	mean	CHIP	H3K36me3:kidney female embryo (120 days)	H3K36me3	Histone ChIP-seq	f_2566
2567	ENCFF421PQS	mean	CHIP	H2AFZ:SK-N-SH	H2AFZ	Histone ChIP-seq	f_2567
2568	ENCFF745BAW	mean	CHIP	H3K4me1:foreskin fibroblast male newborn	H3K4me1	Histone ChIP-seq	f_2568
2569	ENCFF782VON	mean	CHIP	H4K8ac:H9	H4K8ac	Histone ChIP-seq	f_2569
2570	ENCFF388DPI	mean	CHIP	POLR2A:gastroesophageal sphincter female adult (51 year)	POLR2A	TF ChIP-seq	f_2570
2571	ENCFF691WBL	mean	CHIP	H3K4me3:adipocyte originated from mesenchymal stem cell	H3K4me3	Histone ChIP-seq	f_2571
2572	ENCFF406PPG	mean	CHIP	H3K27ac:psoas muscle male child (3 years)	H3K27ac	Histone ChIP-seq	f_2572
2573	ENCFF340WNS	mean	CHIP	H3K4me1:right atrium auricular region female adult (53 years)	H3K4me1	Histone ChIP-seq	f_2573
2574	ENCFF102TLL	mean	CHIP	H3K4me1:mucosa of stomach male adult (59 years)	H3K4me1	Histone ChIP-seq	f_2574
2575	ENCFF714BHC	mean	CHIP	H3K4me3:peripheral blood mononuclear cell male adult (32 years)	H3K4me3	Histone ChIP-seq	f_2575
2576	ENCFF720VQM	mean	CHIP	H3K27me3:effector memory CD4-positive, alpha-beta T cell	H3K27me3	Histone ChIP-seq	f_2576
2577	ENCFF170YDM	mean	CHIP	POLR2AphosphoS5:GM23338 male adult (53 years) originated from GM23248	POLR2AphosphoS5	TF ChIP-seq	f_2577
2578	ENCFF375LJC	mean	CHIP	3xFLAG-FOXP1:HepG2 genetically modified using CRISPR	3xFLAG-FOXP1	TF ChIP-seq	f_2578
2579	ENCFF512ODL	mean	CHIP	H3K27me3:Parathyroid adenoma male adult (62 years)	H3K27me3	Histone ChIP-seq	f_2579
2580	ENCFF616UEL	mean	CHIP	ZNF280A:K562	ZNF280A	TF ChIP-seq	f_2580
2581	ENCFF877NXH	mean	CHIP	H3K36me3:endocrine pancreas male adult (46 years)	H3K36me3	Histone ChIP-seq	f_2581
2582	ENCFF751NMA	mean	CHIP	H4K91ac:trophoblast cell originated from H1-hESC	H4K91ac	Histone ChIP-seq	f_2582
2583	ENCFF104ZNJ	mean	CHIP	eGFP-ZNF37A:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF37A	TF ChIP-seq	f_2583
2584	ENCFF674GHR	mean	CHIP	CBX5:GM12878	CBX5	TF ChIP-seq	f_2584
2585	ENCFF366KTI	mean	CHIP	3xFLAG-ZNF511:HepG2 genetically modified using CRISPR	3xFLAG-ZNF511	TF ChIP-seq	f_2585
2586	ENCFF156XNH	mean	CHIP	H3K4me1:CD8-positive, alpha-beta memory T cell	H3K4me1	Histone ChIP-seq	f_2586
2587	ENCFF423AQA	mean	CHIP	H3K36me3:endocrine pancreas adult (59 years)	H3K36me3	Histone ChIP-seq	f_2587
2588	ENCFF356ZPT	mean	CHIP	H3K36me3:neutrophil	H3K36me3	Histone ChIP-seq	f_2588
2589	ENCFF389BJB	mean	CHIP	H3K27me3:substantia nigra male adult (81 year)	H3K27me3	Histone ChIP-seq	f_2589
2590	ENCFF357DQF	mean	CHIP	H3K9me2:MCF-7	H3K9me2	Histone ChIP-seq	f_2590
2591	ENCFF429LOR	mean	CHIP	H3K9ac:colonic mucosa female adult (73 years)	H3K9ac	Histone ChIP-seq	f_2591
2592	ENCFF643URD	mean	CHIP	H3K36me3:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K36me3	Histone ChIP-seq	f_2592
2593	ENCFF018VYW	mean	CHIP	CTCF:Peyer's patch female adult (53 years)	CTCF	TF ChIP-seq	f_2593
2594	ENCFF169HZN	mean	CHIP	EHMT2:HepG2	EHMT2	TF ChIP-seq	f_2594
2595	ENCFF276VSX	mean	CHIP	H3K9me3:testis male adult (37 years)	H3K9me3	Histone ChIP-seq	f_2595
2596	ENCFF887HOR	mean	CHIP	IRF2:K562	IRF2	TF ChIP-seq	f_2596
2597	ENCFF487RXG	mean	CHIP	GTF2F1:K562	GTF2F1	TF ChIP-seq	f_2597
2598	ENCFF728ENE	mean	CHIP	H3K36me3:foreskin keratinocyte male newborn	H3K36me3	Histone ChIP-seq	f_2598
2599	ENCFF094USN	mean	CHIP	H3K4me3:heart left ventricle male child (3 years)	H3K4me3	Histone ChIP-seq	f_2599
2600	ENCFF311OXM	mean	CHIP	H3K9me3:temporal lobe male adult (81 year)	H3K9me3	Histone ChIP-seq	f_2600
2601	ENCFF885NDK	mean	CHIP	H3K27me3:foreskin keratinocyte male newborn	H3K27me3	Histone ChIP-seq	f_2601
2602	ENCFF666PCU	mean	CHIP	H3F3A:GM23248	H3F3A	Histone ChIP-seq	f_2602
2603	ENCFF449COI	mean	CHIP	H3K9me3:kidney male adult (50 years)	H3K9me3	Histone ChIP-seq	f_2603
2604	ENCFF623CXL	mean	CHIP	H3K27ac:neurosphere embryo (15 weeks) originated from ganglionic eminence	H3K27ac	Histone ChIP-seq	f_2604
2605	ENCFF593NCO	mean	CHIP	H3K36me3:gastrocnemius medialis male adult (37 years)	H3K36me3	Histone ChIP-seq	f_2605
2606	ENCFF518CHL	mean	CHIP	H3K27ac:angular gyrus male adult (81 year)	H3K27ac	Histone ChIP-seq	f_2606
2607	ENCFF852QSB	mean	CHIP	H3K27me3:muscle layer of colon female adult (77 years)	H3K27me3	Histone ChIP-seq	f_2607
2608	ENCFF557CRC	mean	CHIP	eGFP-ZFP69B:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZFP69B	TF ChIP-seq	f_2608
2609	ENCFF378ZCH	mean	CHIP	H3K27me3:thymus female embryo (110 days)	H3K27me3	Histone ChIP-seq	f_2609
2610	ENCFF126WGU	mean	CHIP	eGFP-DDX20:K562 genetically modified using stable transfection	eGFP-DDX20	TF ChIP-seq	f_2610
2611	ENCFF435QQJ	mean	CHIP	eGFP-INSM2:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-INSM2	TF ChIP-seq	f_2611
2612	ENCFF057SLO	mean	CHIP	YY1:liver male adult (32 years)	YY1	TF ChIP-seq	f_2612
2613	ENCFF967OKU	mean	CHIP	GTF2F1:HepG2	GTF2F1	TF ChIP-seq	f_2613
2614	ENCFF771NBX	mean	CHIP	H3K4me1:foreskin melanocyte male newborn	H3K4me1	Histone ChIP-seq	f_2614
2615	ENCFF398XNT	mean	CHIP	ELK1:MCF-7	ELK1	TF ChIP-seq	f_2615
2616	ENCFF705KGP	mean	CHIP	ZFP36:HepG2	ZFP36	TF ChIP-seq	f_2616
2617	ENCFF279WOL	mean	CHIP	H3K4me3:layer of hippocampus male adult (73 years)	H3K4me3	Histone ChIP-seq	f_2617
2618	ENCFF577VAD	mean	CHIP	H3K18ac:IMR-90	H3K18ac	Histone ChIP-seq	f_2618
2619	ENCFF649BYY	mean	CHIP	H3K9ac:mucosa of stomach male adult (59 years)	H3K9ac	Histone ChIP-seq	f_2619
2620	ENCFF522SLB	mean	CHIP	EZH2:hepatocyte originated from H9	EZH2	TF ChIP-seq	f_2620
2621	ENCFF468PJO	mean	CHIP	ZNF24:K562	ZNF24	TF ChIP-seq	f_2621
2622	ENCFF835LIY	mean	CHIP	H3K4me1:muscle layer of colon female adult (77 years)	H3K4me1	Histone ChIP-seq	f_2622
2623	ENCFF321KUJ	mean	CHIP	H3K4me1:brain female embryo (17 weeks)	H3K4me1	Histone ChIP-seq	f_2623
2624	ENCFF943TXM	mean	CHIP	H3K27me3:GM23338 male adult (53 years) originated from GM23248	H3K27me3	Histone ChIP-seq	f_2624
2625	ENCFF740YDG	mean	CHIP	H4K91ac:H9	H4K91ac	Histone ChIP-seq	f_2625
2626	ENCFF693ZNN	mean	CHIP	SP1:liver female child (4 years)	SP1	TF ChIP-seq	f_2626
2627	ENCFF032IAM	mean	CHIP	3xFLAG-KDM3A:HepG2 genetically modified using CRISPR	3xFLAG-KDM3A	TF ChIP-seq	f_2627
2628	ENCFF621JFM	mean	CHIP	RELB:GM12878	RELB	TF ChIP-seq	f_2628
2629	ENCFF766RAU	mean	CHIP	DEAF1:K562	DEAF1	TF ChIP-seq	f_2629
2630	ENCFF412CHL	mean	CHIP	HDAC1:K562	HDAC1	TF ChIP-seq	f_2630
2631	ENCFF321FZQ	mean	CHIP	POLR2A:K562	POLR2A	TF ChIP-seq	f_2631
2632	ENCFF496ETO	mean	CHIP	GATAD2B:MCF-7	GATAD2B	TF ChIP-seq	f_2632
2633	ENCFF967HST	mean	CHIP	H3K9me3:peripheral blood mononuclear cell male adult (27 years)	H3K9me3	Histone ChIP-seq	f_2633
2634	ENCFF629AKZ	mean	CHIP	H3K4me1:chorionic villus female embryo (40 weeks)	H3K4me1	Histone ChIP-seq	f_2634
2635	ENCFF622AKD	mean	CHIP	ZBTB5:K562	ZBTB5	TF ChIP-seq	f_2635
2636	ENCFF886XTQ	mean	CHIP	H3K9me3:angular gyrus female adult (75 years)	H3K9me3	Histone ChIP-seq	f_2636
2637	ENCFF855PIZ	mean	CHIP	H3K9me3:OCI-LY7	H3K9me3	Histone ChIP-seq	f_2637
2638	ENCFF719RRR	mean	CHIP	H3K27me3:peripheral blood mononuclear cell female adult (28 years)	H3K27me3	Histone ChIP-seq	f_2638
2639	ENCFF307NZC	mean	CHIP	MNT:K562	MNT	TF ChIP-seq	f_2639
2640	ENCFF293ETP	mean	CHIP	H3K27ac:natural killer cell male adult (37 years)	H3K27ac	Histone ChIP-seq	f_2640
2641	ENCFF323SMQ	mean	CHIP	KDM1A:GM12878	KDM1A	TF ChIP-seq	f_2641
2642	ENCFF259MJI	mean	CHIP	RCOR1:MCF-7	RCOR1	TF ChIP-seq	f_2642
2643	ENCFF195UTZ	mean	CHIP	MTA3:MCF-7	MTA3	TF ChIP-seq	f_2643
2644	ENCFF062MFT	mean	CHIP	H3K27ac:22Rv1	H3K27ac	Histone ChIP-seq	f_2644
2645	ENCFF411PDM	mean	CHIP	H3K9me3:neural stem progenitor cell originated from H1-hESC	H3K9me3	Histone ChIP-seq	f_2645
2646	ENCFF534GRR	mean	CHIP	CTCF:Peyer's patch female adult (51 year)	CTCF	TF ChIP-seq	f_2646
2647	ENCFF994ERU	mean	CHIP	CTCF:uterus female adult (53 years)	CTCF	TF ChIP-seq	f_2647
2648	ENCFF505ULB	mean	CHIP	H3K36me3:pancreas female adult (30 years)	H3K36me3	Histone ChIP-seq	f_2648
2649	ENCFF527ROT	mean	CHIP	H3K9me3:neurosphere female embryo (17 weeks) originated from cortex	H3K9me3	Histone ChIP-seq	f_2649
2650	ENCFF628GHA	mean	CHIP	H3K4me3:neutrophil	H3K4me3	Histone ChIP-seq	f_2650
2651	ENCFF890MAI	mean	CHIP	H3K9me3:psoas muscle male child (3 years)	H3K9me3	Histone ChIP-seq	f_2651
2652	ENCFF517NJW	mean	CHIP	IKZF1:K562	IKZF1	TF ChIP-seq	f_2652
2653	ENCFF752UGN	mean	CHIP	H3K9me3:H1-hESC	H3K9me3	Histone ChIP-seq	f_2653
2654	ENCFF310JVO	mean	CHIP	H3K4me3:T-cell male adult (37 years)	H3K4me3	Histone ChIP-seq	f_2654
2655	ENCFF883ZNP	mean	CHIP	3xFLAG-MBD1:HepG2 genetically modified using CRISPR	3xFLAG-MBD1	TF ChIP-seq	f_2655
2656	ENCFF538EEF	mean	CHIP	eGFP-ZNF331:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF331	TF ChIP-seq	f_2656
2657	ENCFF404QLC	mean	CHIP	3xFLAG-ZNF792:HepG2 genetically modified using CRISPR	3xFLAG-ZNF792	TF ChIP-seq	f_2657
2658	ENCFF752CCS	mean	CHIP	eGFP-KLF16:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-KLF16	TF ChIP-seq	f_2658
2659	ENCFF514SQD	mean	CHIP	H3K4me1:chorionic villus male embryo (16 weeks)	H3K4me1	Histone ChIP-seq	f_2659
2660	ENCFF122EGP	mean	CHIP	H3K9me2:neural cell	H3K9me2	Histone ChIP-seq	f_2660
2661	ENCFF998YEH	mean	CHIP	H2AFZ:GM23248	H2AFZ	Histone ChIP-seq	f_2661
2662	ENCFF037JDO	mean	CHIP	H3K36me3:caudate nucleus female adult (75 years)	H3K36me3	Histone ChIP-seq	f_2662
2663	ENCFF807DXV	mean	CHIP	H3K9me2:MM.1S	H3K9me2	Histone ChIP-seq	f_2663
2664	ENCFF276SWS	mean	CHIP	eGFP-POLR2H:K562 genetically modified using stable transfection	eGFP-POLR2H	TF ChIP-seq	f_2664
2665	ENCFF577YZK	mean	CHIP	H3K4me1:CD14-positive monocyte male adult (21 year)	H3K4me1	Histone ChIP-seq	f_2665
2666	ENCFF643JAF	mean	CHIP	POLR2AphosphoS5:breast epithelium female adult (51 year)	POLR2AphosphoS5	TF ChIP-seq	f_2666
2667	ENCFF992JPT	mean	CHIP	H3K4me1:common myeloid progenitor, CD34-positive female adult (33 years)	H3K4me1	Histone ChIP-seq	f_2667
2668	ENCFF416EKA	mean	CHIP	POLR2A:vagina female adult (53 years)	POLR2A	TF ChIP-seq	f_2668
2669	ENCFF708QSO	mean	CHIP	H3K4me3:middle frontal area 46 male adult (81 year)	H3K4me3	Histone ChIP-seq	f_2669
2670	ENCFF913NVD	mean	CHIP	H3K27ac:pancreas female adult (30 years)	H3K27ac	Histone ChIP-seq	f_2670
2671	ENCFF558FUO	mean	CHIP	CTCF:MM.1S	CTCF	TF ChIP-seq	f_2671
2672	ENCFF914RPB	mean	CHIP	ZNF574:MCF-7	ZNF574	TF ChIP-seq	f_2672
2673	ENCFF663BHW	mean	CHIP	H3K36me3:PC-9	H3K36me3	Histone ChIP-seq	f_2673
2674	ENCFF410LEX	mean	CHIP	CSDE1:K562	CSDE1	TF ChIP-seq	f_2674
2675	ENCFF073ODD	mean	CHIP	H3K4me3:fibroblast of breast female adult (17 years)	H3K4me3	Histone ChIP-seq	f_2675
2676	ENCFF091BXR	mean	CHIP	H3K9me3:breast epithelium female adult (53 years)	H3K9me3	Histone ChIP-seq	f_2676
2677	ENCFF675WFV	mean	CHIP	POLR2AphosphoS5:sigmoid colon female adult (53 years)	POLR2AphosphoS5	TF ChIP-seq	f_2677
2678	ENCFF938GRJ	mean	CHIP	SMC3:neural cell originated from H1-hESC	SMC3	TF ChIP-seq	f_2678
2679	ENCFF615KRJ	mean	CHIP	H3K27me3:MM.1S	H3K27me3	Histone ChIP-seq	f_2679
2680	ENCFF046VLL	mean	CHIP	H3K27me3:B cell male adult (21 year)	H3K27me3	Histone ChIP-seq	f_2680
2681	ENCFF805OFW	mean	CHIP	POLR2AphosphoS5:prostate gland male adult (37 years)	POLR2AphosphoS5	TF ChIP-seq	f_2681
2682	ENCFF389GSX	mean	CHIP	H3K27me3:mesendoderm originated from H1-hESC	H3K27me3	Histone ChIP-seq	f_2682
2683	ENCFF608OTO	mean	CHIP	H3K27ac:adrenal gland male adult (34 years)	H3K27ac	Histone ChIP-seq	f_2683
2684	ENCFF463NRD	mean	CHIP	H3K27ac:duodenal mucosa male adult (59 years)	H3K27ac	Histone ChIP-seq	f_2684
2685	ENCFF996FDL	mean	CHIP	H3K9me3:neural cell	H3K9me3	Histone ChIP-seq	f_2685
2686	ENCFF438WFE	mean	CHIP	H3K9me3:temporal lobe female adult (75 years)	H3K9me3	Histone ChIP-seq	f_2686
2687	ENCFF843ULH	mean	CHIP	H3K4me1:adrenal gland male adult (54 years)	H3K4me1	Histone ChIP-seq	f_2687
2688	ENCFF266GSU	mean	CHIP	H3K9me3:thymus female embryo (110 days)	H3K9me3	Histone ChIP-seq	f_2688
2689	ENCFF615KKS	mean	CHIP	ZHX2:HepG2	ZHX2	TF ChIP-seq	f_2689
2690	ENCFF161JPA	mean	CHIP	IRF3:GM12878	IRF3	TF ChIP-seq	f_2690
2691	ENCFF705RLR	mean	CHIP	H3K27me3:spleen male adult (34 years)	H3K27me3	Histone ChIP-seq	f_2691
2692	ENCFF788GYB	mean	CHIP	CTCF:body of pancreas female adult (51 year)	CTCF	TF ChIP-seq	f_2692
2693	ENCFF472JYR	mean	CHIP	H3K9me3:adrenal gland male adult (54 years)	H3K9me3	Histone ChIP-seq	f_2693
2694	ENCFF729ABI	mean	CHIP	H3K4me1:neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K4me1	Histone ChIP-seq	f_2694
2695	ENCFF035DWJ	mean	CHIP	eGFP-PYGO2:K562 genetically modified using stable transfection	eGFP-PYGO2	TF ChIP-seq	f_2695
2696	ENCFF319CHA	mean	CHIP	H3K4me1:mesodermal cell originated from HUES64	H3K4me1	Histone ChIP-seq	f_2696
2697	ENCFF069FLU	mean	CHIP	H3K27me3:HUES6	H3K27me3	Histone ChIP-seq	f_2697
2698	ENCFF336QAJ	mean	CHIP	H3K4me1:psoas muscle male adult (34 years)	H3K4me1	Histone ChIP-seq	f_2698
2699	ENCFF905FAZ	mean	CHIP	MTA2:K562	MTA2	TF ChIP-seq	f_2699
2700	ENCFF417FWT	mean	CHIP	SUZ12:K562	SUZ12	TF ChIP-seq	f_2700
2701	ENCFF732KHL	mean	CHIP	TARDBP:GM12878	TARDBP	TF ChIP-seq	f_2701
2702	ENCFF272KCH	mean	CHIP	POLR2A:adrenal gland female adult (51 year)	POLR2A	TF ChIP-seq	f_2702
2703	ENCFF052YOW	mean	CHIP	ZSCAN29:GM12878	ZSCAN29	TF ChIP-seq	f_2703
2704	ENCFF916DXW	mean	CHIP	3xFLAG-AHR:HepG2 genetically modified using CRISPR	3xFLAG-AHR	TF ChIP-seq	f_2704
2705	ENCFF298LTL	mean	CHIP	H3K4me3:large intestine male embryo (108 days)	H3K4me3	Histone ChIP-seq	f_2705
2706	ENCFF603DYO	mean	CHIP	H3K4me3:lung embryo (101 day)	H3K4me3	Histone ChIP-seq	f_2706
2707	ENCFF440SDS	mean	CHIP	POLR2A:gastrocnemius medialis female adult (51 year)	POLR2A	TF ChIP-seq	f_2707
2708	ENCFF425FCE	mean	CHIP	POLR2A:gastroesophageal sphincter male adult (37 years)	POLR2A	TF ChIP-seq	f_2708
2709	ENCFF580PSQ	mean	CHIP	RUNX1:K562	RUNX1	TF ChIP-seq	f_2709
2710	ENCFF605TCK	mean	CHIP	3xFLAG-ZNF48:HepG2 genetically modified using CRISPR	3xFLAG-ZNF48	TF ChIP-seq	f_2710
2711	ENCFF072BII	mean	CHIP	POLR2A:right lobe of liver female adult (53 years)	POLR2A	TF ChIP-seq	f_2711
2712	ENCFF976IUW	mean	CHIP	NONO:K562	NONO	TF ChIP-seq	f_2712
2713	ENCFF382HRD	mean	CHIP	H3K4me3:breast epithelium female adult (53 years)	H3K4me3	Histone ChIP-seq	f_2713
2714	ENCFF652OON	mean	CHIP	H3K4me1:thoracic aorta male adult (54 years)	H3K4me1	Histone ChIP-seq	f_2714
2715	ENCFF988PMK	mean	CHIP	eGFP-CEBPB:K562 genetically modified using stable transfection	eGFP-CEBPB	TF ChIP-seq	f_2715
2716	ENCFF884QIE	mean	CHIP	NFXL1:MCF-7	NFXL1	TF ChIP-seq	f_2716
2717	ENCFF610XUT	mean	CHIP	H3K27me3:foreskin fibroblast male newborn	H3K27me3	Histone ChIP-seq	f_2717
2718	ENCFF695NFP	mean	CHIP	H3K9me3:small intestine male child (3 years)	H3K9me3	Histone ChIP-seq	f_2718
2719	ENCFF034PTR	mean	CHIP	eGFP-ZEB2:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZEB2	TF ChIP-seq	f_2719
2720	ENCFF605OIM	mean	CHIP	H3K4me3:layer of hippocampus female adult (75 years)	H3K4me3	Histone ChIP-seq	f_2720
2721	ENCFF286MEX	mean	CHIP	ZEB1:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	ZEB1	TF ChIP-seq	f_2721
2722	ENCFF278CLQ	mean	CHIP	eGFP-ZNF692:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF692	TF ChIP-seq	f_2722
2723	ENCFF025YPQ	mean	CHIP	eGFP-ZNF524:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF524	TF ChIP-seq	f_2723
2724	ENCFF222RPJ	mean	CHIP	KDM1A:H1-hESC	KDM1A	TF ChIP-seq	f_2724
2725	ENCFF112FNQ	mean	CHIP	CTCF:Peyer's patch male adult (37 years)	CTCF	TF ChIP-seq	f_2725
2726	ENCFF374VXQ	mean	CHIP	H3K4me3:placenta female embryo (113 days)	H3K4me3	Histone ChIP-seq	f_2726
2727	ENCFF214PES	mean	CHIP	NCOR1:HepG2	NCOR1	TF ChIP-seq	f_2727
2728	ENCFF765BPW	mean	CHIP	ZNF507:MCF-7	ZNF507	TF ChIP-seq	f_2728
2729	ENCFF457MJJ	mean	CHIP	H3K4me1:peripheral blood mononuclear cell male adult (39 years)	H3K4me1	Histone ChIP-seq	f_2729
2730	ENCFF456YYL	mean	CHIP	H3K4me3:amnion male embryo (16 weeks)	H3K4me3	Histone ChIP-seq	f_2730
2731	ENCFF530YMW	mean	CHIP	H3K9me3:spleen male adult (34 years)	H3K9me3	Histone ChIP-seq	f_2731
2732	ENCFF995GIN	mean	CHIP	H3K4me3:sigmoid colon male adult (34 years)	H3K4me3	Histone ChIP-seq	f_2732
2733	ENCFF775ZUT	mean	CHIP	eGFP-ZNF571:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF571	TF ChIP-seq	f_2733
2734	ENCFF104CMX	mean	CHIP	H3K4me3:OCI-LY1	H3K4me3	Histone ChIP-seq	f_2734
2735	ENCFF252JXI	mean	CHIP	H3K4me1:CD8-positive, alpha-beta T cell male adult (21 year)	H3K4me1	Histone ChIP-seq	f_2735
2736	ENCFF994ZRQ	mean	CHIP	IRF3:SK-N-SH	IRF3	TF ChIP-seq	f_2736
2737	ENCFF819IDN	mean	CHIP	H3K4me3:foreskin melanocyte male newborn	H3K4me3	Histone ChIP-seq	f_2737
2738	ENCFF892RWK	mean	CHIP	RBM14:K562	RBM14	TF ChIP-seq	f_2738
2739	ENCFF663SGN	mean	CHIP	H3K27me3:gastrocnemius medialis male adult (54 years)	H3K27me3	Histone ChIP-seq	f_2739
2740	ENCFF703CUQ	mean	CHIP	GATA3:MCF-7	GATA3	TF ChIP-seq	f_2740
2741	ENCFF745IIB	mean	CHIP	H3K9me2:SK-N-SH	H3K9me2	Histone ChIP-seq	f_2741
2742	ENCFF021IQE	mean	CHIP	H3K36me3:B cell female adult (27 years) and female adult (43 years)	H3K36me3	Histone ChIP-seq	f_2742
2743	ENCFF329HEZ	mean	CHIP	H2AK5ac:IMR-90	H2AK5ac	Histone ChIP-seq	f_2743
2744	ENCFF637PCM	mean	CHIP	H3K4me3:adrenal gland female adult (30 years)	H3K4me3	Histone ChIP-seq	f_2744
2745	ENCFF197AVJ	mean	CHIP	H3K27ac:trophoblast cell originated from H1-hESC	H3K27ac	Histone ChIP-seq	f_2745
2746	ENCFF973ANO	mean	CHIP	H3K36me3:neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K36me3	Histone ChIP-seq	f_2746
2747	ENCFF406QJG	mean	CHIP	MIER1:K562	MIER1	TF ChIP-seq	f_2747
2748	ENCFF368AZA	mean	CHIP	AFF1:K562	AFF1	TF ChIP-seq	f_2748
2749	ENCFF772JCX	mean	CHIP	H3K36me3:HUES64	H3K36me3	Histone ChIP-seq	f_2749
2750	ENCFF737EQQ	mean	CHIP	MLLT1:MCF-7	MLLT1	TF ChIP-seq	f_2750
2751	ENCFF830SCA	mean	CHIP	H2AK5ac:trophoblast cell originated from H1-hESC	H2AK5ac	Histone ChIP-seq	f_2751
2752	ENCFF167XIH	mean	CHIP	CTCF:gastrocnemius medialis female adult (53 years)	CTCF	TF ChIP-seq	f_2752
2753	ENCFF011JWE	mean	CHIP	EZH2phosphoT487:HCT116	EZH2phosphoT487	TF ChIP-seq	f_2753
2754	ENCFF617NYM	mean	CHIP	H3K9me3:skeletal muscle tissue	H3K9me3	Histone ChIP-seq	f_2754
2755	ENCFF305XIN	mean	CHIP	EP300:transverse colon male adult (37 years)	EP300	TF ChIP-seq	f_2755
2756	ENCFF237UPT	mean	CHIP	H3K36me3:lung male child (3 years)	H3K36me3	Histone ChIP-seq	f_2756
2757	ENCFF742LMU	mean	CHIP	FOXM1:K562	FOXM1	TF ChIP-seq	f_2757
2758	ENCFF377YHN	mean	CHIP	H3K79me2:Loucy	H3K79me2	Histone ChIP-seq	f_2758
2759	ENCFF308NJP	mean	CHIP	H3K4me1:body of pancreas female adult (53 years)	H3K4me1	Histone ChIP-seq	f_2759
2760	ENCFF134EIU	mean	CHIP	TARDBP:K562	TARDBP	TF ChIP-seq	f_2760
2761	ENCFF817HZX	mean	CHIP	H3K27ac:iPS-18a female adult (48 years)	H3K27ac	Histone ChIP-seq	f_2761
2762	ENCFF231BNU	mean	CHIP	3xFLAG-THRB:HepG2 genetically modified using CRISPR	3xFLAG-THRB	TF ChIP-seq	f_2762
2763	ENCFF546WRX	mean	CHIP	H3K27ac:amnion male embryo (16 weeks)	H3K27ac	Histone ChIP-seq	f_2763
2764	ENCFF645EDR	mean	CHIP	CTCF:lower leg skin female adult (53 years)	CTCF	TF ChIP-seq	f_2764
2765	ENCFF263OPD	mean	CHIP	H3K4me1:naive thymus-derived CD4-positive, alpha-beta T cell	H3K4me1	Histone ChIP-seq	f_2765
2766	ENCFF265BPR	mean	CHIP	CTCF:KMS-11	CTCF	TF ChIP-seq	f_2766
2767	ENCFF127POB	mean	CHIP	POLR2A:sigmoid colon male adult (37 years)	POLR2A	TF ChIP-seq	f_2767
2768	ENCFF881CWL	mean	CHIP	CHD4:HepG2	CHD4	TF ChIP-seq	f_2768
2769	ENCFF531UZT	mean	CHIP	H3K9me3:layer of hippocampus female adult (75 years)	H3K9me3	Histone ChIP-seq	f_2769
2770	ENCFF415SYA	mean	CHIP	SMARCE1:MCF-7	SMARCE1	TF ChIP-seq	f_2770
2771	ENCFF427IDA	mean	CHIP	H3K27me3:IMR-90	H3K27me3	Histone ChIP-seq	f_2771
2772	ENCFF150UQM	mean	CHIP	PYGO2:K562	PYGO2	TF ChIP-seq	f_2772
2773	ENCFF058VCF	mean	CHIP	POLR2A:thyroid gland female adult (51 year)	POLR2A	TF ChIP-seq	f_2773
2774	ENCFF400CTE	mean	CHIP	H3K4me3:spleen male adult (34 years)	H3K4me3	Histone ChIP-seq	f_2774
2775	ENCFF258FCQ	mean	CHIP	EP300:breast epithelium female adult (53 years)	EP300	TF ChIP-seq	f_2775
2776	ENCFF683KJQ	mean	CHIP	H3K18ac:mesenchymal stem cell originated from H1-hESC	H3K18ac	Histone ChIP-seq	f_2776
2777	ENCFF883CXQ	mean	CHIP	H3K4me3:radial glial cell genetically modified using stable transfection originated from H9	H3K4me3	Histone ChIP-seq	f_2777
2778	ENCFF891PZS	mean	CHIP	H3K4me3:neutrophil male	H3K4me3	Histone ChIP-seq	f_2778
2779	ENCFF234AHA	mean	CHIP	H3K36me3:heart left ventricle male adult (34 years)	H3K36me3	Histone ChIP-seq	f_2779
2780	ENCFF072IOC	mean	CHIP	POLR2A:stomach female adult (53 years)	POLR2A	TF ChIP-seq	f_2780
